amount,release_year,rental_rate,length,replacement_cost,NC_17,PG,PG_13,R_rated,extra_fees,trailers,deleted_scenes,behind_scenes,commentaries
1.99,2005,0.99,156,14.99,0,0,1,0,1,1,1,0,0
2.99,2010,2.99,166,10.99,0,0,1,0,0,0,0,0,1
4.99,2009,2.99,61,14.99,0,0,0,0,1,1,0,0,0
2.99,2008,2.99,91,28.99,1,0,0,0,0,0,1,1,0
4.99,2005,4.99,140,15.99,0,1,0,0,0,0,0,1,1
2.99,2004,0.99,141,27.99,0,0,1,0,1,0,1,0,0
0.99,2007,0.99,122,24.99,0,1,0,0,0,1,1,1,1
2.99,2007,2.99,180,10.99,0,0,0,0,0,0,1,1,0
4.99,2007,4.99,64,12.99,0,0,0,0,0,1,1,1,0
6.99,2007,4.99,84,9.99,0,0,0,0,1,1,0,1,1
1.99,2006,0.99,113,14.99,0,0,0,1,1,0,1,0,0
0.99,2009,0.99,46,25.99,0,0,1,0,0,1,0,0,1
2.99,2008,2.99,114,21.99,0,0,1,0,0,1,1,0,0
2.99,2010,2.99,91,24.99,0,1,0,0,0,1,0,1,0
4.99,2010,4.99,183,13.99,1,0,0,0,0,0,0,1,1
4.99,2006,4.99,77,9.99,1,0,0,0,0,0,1,1,0
4.99,2008,4.99,161,21.99,0,0,0,1,0,0,0,0,1
5.99,2006,4.99,155,19.99,1,0,0,0,1,1,0,1,1
0.99,2007,0.99,60,27.99,0,1,0,0,0,0,0,1,0
0.99,2007,0.99,113,20.99,0,1,0,0,0,0,1,1,1
0.99,2008,0.99,93,29.99,0,0,0,0,0,1,0,1,1
2.99,2009,2.99,131,28.99,1,0,0,0,0,0,1,1,1
4.99,2005,0.99,184,9.99,0,0,1,0,1,0,1,1,0
0.99,2005,0.99,54,12.99,0,0,0,1,0,1,0,0,0
4.99,2004,4.99,128,13.99,0,0,0,1,0,0,1,0,0
4.99,2007,4.99,73,17.99,0,1,0,0,0,0,1,1,0
6.99,2008,0.99,46,28.99,0,0,1,0,1,0,1,1,1
2.99,2005,2.99,135,18.99,0,1,0,0,0,1,0,1,1
5.99,2006,4.99,173,14.99,0,0,0,1,1,0,0,1,0
4.99,2005,4.99,150,21.99,0,1,0,0,0,0,1,1,0
8.99,2007,4.99,84,9.99,0,0,0,0,1,1,0,1,1
4.99,2010,2.99,85,10.99,0,0,0,0,1,0,0,1,1
0.99,2008,0.99,135,26.99,1,0,0,0,0,1,1,1,1
2.99,2008,0.99,153,20.99,0,0,0,1,1,1,0,1,0
0.99,2010,0.99,133,27.99,0,0,1,0,0,1,1,1,1
5.99,2009,4.99,92,16.99,1,0,0,0,1,0,1,1,1
0.99,2008,0.99,132,28.99,0,0,1,0,0,1,0,1,0
0.99,2008,0.99,93,29.99,0,0,0,0,0,1,0,1,1
2.99,2004,2.99,84,29.99,1,0,0,0,0,1,0,0,0
6.99,2004,0.99,91,13.99,0,0,0,1,1,1,1,1,1
2.99,2009,2.99,178,19.99,0,0,0,0,0,1,0,0,1
1.99,2004,0.99,143,29.99,0,0,1,0,1,1,1,1,1
0.99,2006,0.99,181,21.99,0,0,0,1,0,1,0,1,0
7.99,2009,2.99,171,29.99,1,0,0,0,1,0,0,0,1
9.99,2010,4.99,67,14.99,0,1,0,0,1,1,1,1,0
2.99,2006,2.99,138,27.99,0,0,0,0,0,0,1,1,1
3.99,2004,2.99,165,22.99,0,0,1,0,1,0,1,1,0
1.99,2004,0.99,67,22.99,0,0,1,0,1,1,0,0,0
2.99,2004,2.99,126,19.99,0,0,1,0,0,1,1,0,1
3.99,2007,2.99,73,11.99,0,0,0,1,1,1,1,0,0
2.99,2010,2.99,105,22.99,0,0,1,0,0,0,0,0,1
4.99,2007,4.99,136,25.99,1,0,0,0,0,0,0,1,0
1.99,2004,0.99,98,17.99,0,1,0,0,1,0,0,1,0
7.99,2005,4.99,74,22.99,0,0,0,1,1,0,1,0,1
7.99,2010,2.99,71,29.99,1,0,0,0,1,1,1,0,0
4.99,2008,4.99,63,24.99,1,0,0,0,0,1,1,0,0
0.99,2004,0.99,168,10.99,1,0,0,0,0,0,1,1,1
2.99,2005,2.99,64,9.99,0,0,1,0,0,1,0,1,1
2.99,2006,2.99,100,29.99,0,0,0,0,0,1,1,0,1
3.99,2010,0.99,163,29.99,0,0,0,1,1,1,0,1,0
2.99,2009,2.99,178,19.99,0,0,0,0,0,1,0,0,1
0.99,2010,0.99,133,27.99,0,0,1,0,0,1,1,1,1
4.99,2005,4.99,179,29.99,0,0,0,1,0,1,0,1,1
4.99,2004,4.99,165,16.99,0,0,0,1,0,0,0,0,1
4.99,2010,4.99,80,28.99,0,0,1,0,0,1,0,0,0
1.99,2008,0.99,153,20.99,0,0,0,1,1,1,0,1,0
0.99,2006,0.99,98,29.99,0,0,0,1,0,1,1,1,1
2.99,2009,2.99,168,11.99,1,0,0,0,0,1,1,0,1
6.99,2004,4.99,99,11.99,0,1,0,0,1,1,0,1,0
2.99,2005,2.99,160,10.99,0,1,0,0,0,0,0,0,1
4.99,2007,4.99,73,17.99,0,1,0,0,0,0,1,1,0
5.99,2008,4.99,165,20.99,0,0,1,0,1,0,0,1,1
1.99,2010,0.99,58,17.99,0,0,0,0,1,1,0,1,1
1.99,2007,0.99,178,14.99,0,0,1,0,1,1,0,0,0
3.99,2006,2.99,130,28.99,0,0,0,0,1,0,1,0,0
0.99,2009,0.99,111,17.99,0,0,0,1,0,1,1,1,0
2.99,2007,2.99,75,23.99,0,0,1,0,0,0,1,1,1
7.99,2008,4.99,58,12.99,0,0,0,1,1,1,0,1,0
4.99,2005,4.99,181,29.99,0,0,0,0,0,0,1,1,0
3.99,2006,2.99,167,17.99,0,0,0,0,1,0,1,1,1
2.99,2006,2.99,141,21.99,0,0,1,0,0,0,0,0,1
1.99,2009,0.99,109,16.99,0,0,1,0,1,1,1,1,1
2.99,2009,2.99,172,25.99,0,0,1,0,0,1,1,1,1
4.99,2008,0.99,84,29.99,0,0,0,1,1,1,1,0,1
4.99,2005,4.99,70,27.99,0,0,0,0,0,1,1,0,0
5.99,2005,2.99,107,24.99,0,0,0,0,1,0,0,0,1
2.99,2010,2.99,61,13.99,0,1,0,0,0,1,0,1,1
4.99,2006,2.99,107,11.99,0,1,0,0,1,1,0,1,0
2.99,2009,2.99,131,28.99,1,0,0,0,0,0,1,1,1
4.99,2010,2.99,57,29.99,0,0,0,0,1,1,0,1,1
1.99,2007,0.99,143,9.99,0,0,0,0,1,1,0,1,0
5.99,2004,4.99,175,21.99,1,0,0,0,1,1,1,0,0
8.99,2007,4.99,57,27.99,0,1,0,0,1,1,1,1,0
5.99,2008,4.99,163,22.99,0,1,0,0,1,0,1,1,1
3.99,2007,0.99,87,25.99,1,0,0,0,1,0,1,1,0
6.99,2006,4.99,80,25.99,0,1,0,0,1,1,1,1,1
1.99,2004,0.99,138,15.99,1,0,0,0,1,0,1,1,1
5.99,2008,2.99,162,22.99,0,0,0,1,1,1,0,1,1
2.99,2010,2.99,174,21.99,1,0,0,0,0,1,0,1,1
5.99,2005,4.99,177,20.99,1,0,0,0,1,0,1,1,1
0.99,2005,0.99,92,21.99,1,0,0,0,0,0,0,1,1
7.99,2010,2.99,185,27.99,0,0,0,1,1,0,1,0,0
4.99,2010,4.99,107,22.99,0,0,1,0,0,0,0,0,1
10.99,2007,4.99,104,18.99,0,0,0,1,1,1,1,1,1
2.99,2007,0.99,162,19.99,0,0,1,0,1,1,0,1,0
0.99,2010,0.99,50,13.99,0,0,1,0,0,0,0,1,0
0.99,2010,0.99,98,22.99,0,0,0,1,0,0,0,1,0
5.99,2007,0.99,52,15.99,0,0,0,0,1,1,0,0,0
2.99,2009,0.99,136,22.99,0,1,0,0,1,0,1,0,1
1.99,2006,0.99,123,12.99,0,0,1,0,1,1,0,0,1
0.99,2010,0.99,170,26.99,1,0,0,0,0,0,1,1,0
4.99,2004,4.99,175,21.99,1,0,0,0,0,1,1,0,0
1.99,2010,0.99,70,16.99,1,0,0,0,1,0,1,1,0
1.99,2004,0.99,176,17.99,1,0,0,0,1,1,0,0,1
2.99,2008,2.99,47,20.99,0,1,0,0,0,0,1,1,1
0.99,2005,0.99,105,25.99,0,0,0,0,0,1,0,0,0
4.99,2006,4.99,112,12.99,1,0,0,0,0,0,1,1,0
4.99,2006,4.99,135,15.99,1,0,0,0,0,1,1,0,0
2.99,2004,0.99,125,20.99,1,0,0,0,1,1,0,1,1
4.99,2007,4.99,113,21.99,0,0,1,0,0,1,0,1,0
4.99,2004,4.99,102,21.99,0,0,1,0,0,0,0,1,1
2.99,2009,2.99,181,9.99,0,1,0,0,0,0,0,0,1
0.99,2005,0.99,150,21.99,1,0,0,0,0,1,0,1,1
2.99,2005,0.99,106,25.99,0,1,0,0,1,1,1,0,1
4.99,2004,4.99,185,11.99,0,0,1,0,0,0,1,1,0
8.99,2009,2.99,179,16.99,0,0,0,1,1,0,1,1,1
4.99,2009,4.99,159,29.99,0,0,0,0,0,1,0,0,0
3.99,2010,0.99,170,26.99,1,0,0,0,1,0,1,1,0
0.99,2007,0.99,143,9.99,0,0,0,0,0,1,0,1,0
4.99,2009,4.99,112,22.99,1,0,0,0,0,1,0,1,0
4.99,2006,4.99,61,15.99,0,0,0,0,0,1,0,1,0
4.99,2007,2.99,85,12.99,0,1,0,0,1,1,1,0,0
4.99,2010,4.99,107,22.99,0,0,1,0,0,0,0,0,1
0.99,2007,0.99,100,20.99,0,1,0,0,0,0,1,0,1
0.99,2004,0.99,72,14.99,0,1,0,0,0,1,1,1,1
2.99,2009,0.99,52,17.99,1,0,0,0,1,0,1,0,1
2.99,2006,2.99,130,28.99,0,0,0,0,0,0,1,0,0
2.99,2004,2.99,126,19.99,0,0,1,0,0,1,1,0,1
1.99,2004,0.99,139,25.99,0,0,0,1,1,0,1,1,0
4.99,2007,4.99,59,14.99,0,0,0,1,0,1,0,1,1
7.99,2007,2.99,184,11.99,1,0,0,0,1,0,0,1,1
2.99,2006,2.99,84,23.99,1,0,0,0,0,1,0,0,1
7.99,2004,4.99,52,19.99,1,0,0,0,1,0,1,1,0
5.99,2008,4.99,161,21.99,0,0,0,1,1,0,0,0,1
2.99,2007,2.99,185,25.99,0,0,1,0,0,1,0,1,1
5.99,2004,0.99,64,10.99,0,1,0,0,1,0,1,1,0
8.99,2007,2.99,169,17.99,0,1,0,0,1,0,1,0,0
6.99,2004,4.99,142,16.99,0,0,1,0,1,0,1,0,0
0.99,2010,0.99,110,24.99,0,0,1,0,0,0,1,1,0
2.99,2005,2.99,177,29.99,0,0,0,1,0,0,0,1,0
2.99,2005,0.99,110,10.99,0,0,0,1,1,0,1,0,0
8.99,2004,4.99,148,12.99,0,0,0,0,1,1,0,1,1
2.99,2007,2.99,47,22.99,0,1,0,0,0,1,0,0,0
4.99,2007,4.99,74,25.99,0,0,0,0,0,1,1,1,0
4.99,2007,2.99,147,13.99,0,0,0,0,1,0,1,1,1
4.99,2008,2.99,179,20.99,1,0,0,0,1,1,1,1,0
0.99,2009,0.99,149,12.99,0,0,0,1,0,0,1,0,0
5.99,2004,0.99,118,19.99,0,0,1,0,1,0,1,1,0
2.99,2010,2.99,68,13.99,0,0,1,0,0,1,0,0,1
3.99,2009,0.99,136,22.99,0,1,0,0,1,0,1,0,1
6.99,2006,4.99,173,14.99,0,0,0,1,1,0,0,1,0
4.99,2009,4.99,173,14.99,0,0,0,0,0,0,1,1,1
4.99,2004,0.99,141,27.99,0,0,1,0,1,0,1,0,0
3.99,2005,2.99,97,10.99,0,0,1,0,1,1,0,1,1
4.99,2006,4.99,185,14.99,0,0,0,0,0,0,1,0,0
2.99,2005,0.99,144,9.99,0,0,1,0,1,1,1,0,1
0.99,2009,0.99,176,22.99,0,0,0,0,0,1,1,0,1
9.99,2010,4.99,148,20.99,0,1,0,0,1,0,0,0,1
0.99,2008,0.99,164,27.99,0,0,0,1,0,1,1,0,0
4.99,2004,4.99,128,27.99,0,1,0,0,0,0,0,1,1
3.99,2005,0.99,84,20.99,0,0,1,0,1,1,0,0,0
0.99,2010,0.99,101,16.99,1,0,0,0,0,0,0,1,1
1.99,2004,0.99,117,29.99,0,1,0,0,1,1,1,0,0
4.99,2006,4.99,133,27.99,0,1,0,0,0,0,1,0,1
1.99,2004,0.99,100,27.99,0,0,0,0,1,0,0,1,0
6.99,2006,2.99,138,27.99,0,0,0,0,1,0,1,1,1
3.99,2007,2.99,47,22.99,0,1,0,0,1,1,0,0,0
0.99,2004,0.99,78,12.99,0,1,0,0,0,1,1,1,0
4.99,2010,4.99,183,13.99,1,0,0,0,0,0,0,1,1
0.99,2006,0.99,173,9.99,0,1,0,0,0,0,1,1,1
0.99,2006,0.99,51,18.99,0,0,1,0,0,0,1,0,0
0.99,2005,0.99,110,10.99,0,0,0,1,0,0,1,0,0
2.99,2007,2.99,160,20.99,0,0,0,1,0,0,1,0,0
2.99,2010,2.99,57,29.99,0,0,0,0,0,1,0,1,1
0.99,2009,0.99,87,21.99,0,0,1,0,0,0,0,1,1
5.99,2007,2.99,73,11.99,0,0,0,1,1,1,1,0,0
4.99,2010,4.99,183,13.99,1,0,0,0,0,0,0,1,1
3.99,2007,2.99,167,27.99,0,0,0,1,1,0,0,1,0
5.99,2004,4.99,99,11.99,0,1,0,0,1,1,0,1,0
2.99,2004,2.99,131,28.99,0,0,0,1,0,0,1,0,0
0.99,2009,0.99,176,22.99,0,0,0,0,0,1,1,0,1
4.99,2010,4.99,112,14.99,0,0,0,0,0,0,1,0,1
0.99,2006,0.99,120,21.99,0,0,1,0,0,0,0,1,0
4.99,2008,2.99,136,14.99,0,1,0,0,1,1,0,0,0
6.99,2010,2.99,85,14.99,0,0,0,1,1,0,1,1,1
2.99,2008,2.99,81,12.99,0,0,0,0,0,0,1,0,1
3.99,2005,0.99,144,9.99,0,0,1,0,1,1,1,0,1
0.99,2006,0.99,178,28.99,0,0,1,0,0,0,1,0,0
4.99,2009,4.99,56,20.99,0,0,0,0,0,1,0,1,1
0.99,2004,0.99,149,23.99,0,0,0,1,0,0,1,0,1
2.99,2004,2.99,93,24.99,1,0,0,0,0,1,0,1,1
8.99,2010,4.99,80,28.99,0,0,1,0,1,1,0,0,0
4.99,2006,0.99,168,10.99,0,0,1,0,1,1,0,0,0
2.99,2007,2.99,145,23.99,0,0,0,1,0,0,0,0,1
5.99,2006,4.99,126,24.99,0,0,1,0,1,0,0,1,0
3.99,2007,2.99,167,27.99,0,0,0,1,1,0,0,1,0
4.99,2007,2.99,149,19.99,0,0,0,0,1,0,0,1,1
4.99,2004,4.99,52,19.99,1,0,0,0,0,0,1,1,0
0.99,2005,0.99,111,12.99,0,0,0,1,0,0,1,0,1
0.99,2004,0.99,62,16.99,0,0,0,0,0,0,1,1,0
5.99,2007,2.99,101,28.99,0,0,0,1,1,1,1,0,0
2.99,2009,2.99,182,22.99,1,0,0,0,0,1,1,1,1
6.99,2004,2.99,123,21.99,1,0,0,0,1,1,0,1,1
4.99,2004,4.99,165,16.99,0,0,0,1,0,0,0,0,1
0.99,2005,0.99,105,23.99,1,0,0,0,0,1,0,1,1
6.99,2010,0.99,73,21.99,0,0,0,0,1,0,1,0,1
4.99,2005,4.99,74,22.99,0,0,0,1,0,0,1,0,1
4.99,2004,4.99,142,26.99,1,0,0,0,0,0,1,0,1
4.99,2005,0.99,73,26.99,0,0,0,1,1,0,0,1,0
2.99,2008,2.99,47,20.99,0,1,0,0,0,0,1,1,1
4.99,2004,4.99,129,17.99,0,0,0,1,0,0,0,1,1
2.99,2009,2.99,71,29.99,0,0,0,1,0,0,1,1,0
2.99,2007,2.99,185,23.99,0,0,0,0,0,0,1,0,0
5.99,2007,2.99,102,10.99,0,0,0,1,1,1,0,0,1
7.99,2009,2.99,185,26.99,0,1,0,0,1,0,1,1,0
4.99,2005,4.99,61,18.99,0,0,1,0,0,1,0,1,0
4.99,2010,4.99,175,11.99,1,0,0,0,0,1,0,1,1
2.99,2007,2.99,118,18.99,0,1,0,0,0,0,1,0,0
5.99,2004,2.99,75,29.99,0,0,0,0,1,1,0,0,0
0.99,2006,0.99,78,28.99,0,0,1,0,0,0,0,1,1
4.99,2006,4.99,126,24.99,0,0,1,0,0,0,0,1,0
2.99,2008,2.99,119,12.99,0,0,1,0,0,0,1,0,0
0.99,2010,0.99,89,23.99,0,0,1,0,0,0,1,1,1
2.99,2005,2.99,135,18.99,0,1,0,0,0,1,0,1,1
4.99,2010,4.99,124,29.99,0,0,1,0,0,1,0,0,1
4.99,2004,4.99,129,17.99,0,0,0,1,0,0,0,1,1
0.99,2009,0.99,83,20.99,0,1,0,0,0,0,1,1,0
2.99,2005,0.99,143,16.99,0,0,1,0,1,1,0,1,1
3.99,2009,0.99,137,18.99,0,0,0,1,1,1,0,0,1
2.99,2007,2.99,85,12.99,0,1,0,0,0,1,1,0,0
2.99,2005,2.99,90,18.99,0,0,1,0,0,0,1,0,0
4.99,2005,4.99,140,15.99,0,1,0,0,0,0,0,1,1
4.99,2007,4.99,118,11.99,0,0,0,0,0,1,1,1,0
0.99,2007,0.99,73,21.99,0,1,0,0,0,1,1,1,0
2.99,2007,2.99,101,28.99,0,0,0,1,0,1,1,0,0
2.99,2006,2.99,75,10.99,1,0,0,0,0,0,1,0,0
2.99,2004,2.99,82,29.99,0,0,1,0,0,0,1,1,0
2.99,2007,2.99,157,13.99,0,1,0,0,0,1,1,1,0
0.99,2009,0.99,46,25.99,0,0,1,0,0,1,0,0,1
4.99,2007,4.99,109,22.99,1,0,0,0,0,0,1,1,0
1.99,2004,0.99,58,27.99,0,0,1,0,1,0,0,1,0
2.99,2004,2.99,102,26.99,0,0,1,0,0,0,0,0,1
4.99,2005,0.99,47,19.99,0,0,0,0,1,1,1,0,1
2.99,2004,2.99,178,23.99,0,0,0,1,0,1,0,0,0
6.99,2008,4.99,120,18.99,0,0,0,1,1,1,0,1,0
5.99,2007,0.99,63,26.99,0,0,0,1,1,0,0,0,1
0.99,2004,0.99,52,28.99,0,0,0,0,0,0,1,1,0
2.99,2005,2.99,58,22.99,0,1,0,0,0,0,1,1,1
4.99,2005,2.99,99,24.99,1,0,0,0,1,0,1,1,0
4.99,2005,4.99,85,18.99,0,0,0,0,0,1,1,1,1
2.99,2010,2.99,114,22.99,0,0,0,0,0,0,0,1,0
2.99,2004,2.99,78,17.99,1,0,0,0,0,0,0,0,1
5.99,2005,4.99,60,20.99,0,0,0,1,1,1,1,1,1
6.99,2006,4.99,180,13.99,1,0,0,0,1,0,0,0,1
7.99,2006,4.99,158,24.99,0,1,0,0,1,1,0,0,1
6.99,2006,4.99,88,17.99,0,0,0,1,1,0,1,0,1
4.99,2005,4.99,60,20.99,0,0,0,1,0,1,1,1,1
8.99,2007,4.99,59,24.99,0,0,1,0,1,1,1,0,0
1.99,2006,0.99,165,18.99,0,0,0,0,1,0,1,0,1
10.99,2007,4.99,74,25.99,0,0,0,0,1,1,1,1,0
3.99,2008,2.99,120,10.99,0,0,0,1,1,1,0,0,1
7.99,2005,4.99,148,11.99,0,0,1,0,1,1,1,1,1
0.99,2006,0.99,111,13.99,1,0,0,0,0,0,0,1,0
7.99,2009,4.99,110,25.99,0,0,1,0,1,1,0,0,0
8.99,2006,4.99,143,26.99,1,0,0,0,1,0,1,0,0
0.99,2007,0.99,103,19.99,0,0,0,1,0,1,0,0,0
4.99,2007,4.99,109,22.99,1,0,0,0,0,0,1,1,0
2.99,2007,2.99,184,11.99,1,0,0,0,0,0,0,1,1
5.99,2004,2.99,131,28.99,0,0,0,1,1,0,1,0,0
4.99,2009,4.99,88,11.99,0,0,0,1,0,1,1,1,0
4.99,2006,2.99,49,11.99,0,1,0,0,1,1,0,1,1
2.99,2007,2.99,73,11.99,0,0,0,1,0,1,1,0,0
0.99,2006,0.99,99,29.99,1,0,0,0,0,1,0,0,1
0.99,2005,0.99,111,12.99,0,0,0,1,0,0,1,0,1
4.99,2008,4.99,165,20.99,0,0,1,0,0,0,0,1,1
3.99,2005,2.99,107,24.99,0,0,0,0,1,0,0,0,1
3.99,2006,2.99,120,10.99,0,0,1,0,1,0,1,0,1
9.99,2010,4.99,108,13.99,0,0,0,0,1,1,1,1,1
1.99,2010,0.99,125,21.99,1,0,0,0,1,0,1,0,0
0.99,2009,0.99,57,28.99,1,0,0,0,0,1,0,1,1
0.99,2007,0.99,129,17.99,0,0,0,1,0,1,0,1,1
2.99,2009,0.99,83,20.99,0,1,0,0,1,0,1,1,0
2.99,2006,2.99,79,15.99,0,0,1,0,0,1,0,1,1
6.99,2005,4.99,144,18.99,0,0,1,0,1,1,0,1,0
4.99,2008,2.99,130,22.99,0,0,0,0,1,0,1,0,0
0.99,2005,0.99,163,27.99,0,0,0,1,0,1,0,1,0
5.99,2005,4.99,162,18.99,0,1,0,0,1,1,1,0,1
1.99,2008,0.99,93,29.99,0,0,0,0,1,1,0,1,1
3.99,2010,2.99,115,16.99,0,1,0,0,1,1,0,0,1
5.99,2010,4.99,140,14.99,1,0,0,0,1,1,0,1,1
7.99,2009,4.99,104,20.99,1,0,0,0,1,1,0,1,0
2.99,2010,2.99,176,14.99,0,0,1,0,0,1,1,0,0
4.99,2010,4.99,138,9.99,0,1,0,0,0,0,0,1,0
4.99,2008,4.99,154,21.99,0,0,0,1,0,1,1,1,1
5.99,2005,0.99,47,19.99,0,0,0,0,1,1,1,0,1
2.99,2004,2.99,174,16.99,1,0,0,0,0,1,0,1,0
2.99,2005,2.99,147,29.99,1,0,0,0,0,0,1,1,1
0.99,2007,0.99,137,21.99,0,1,0,0,0,1,1,0,0
6.99,2009,2.99,80,10.99,0,0,0,0,1,0,0,1,1
4.99,2008,4.99,63,24.99,1,0,0,0,0,1,1,0,0
4.99,2009,4.99,145,27.99,0,0,1,0,0,0,1,0,1
0.99,2009,0.99,62,21.99,1,0,0,0,0,0,1,0,1
3.99,2009,0.99,143,27.99,0,0,1,0,1,0,1,1,1
2.99,2008,2.99,112,13.99,0,0,1,0,0,1,1,1,1
1.99,2007,0.99,178,14.99,0,0,1,0,1,1,0,0,0
6.99,2004,4.99,137,23.99,1,0,0,0,1,0,1,0,1
3.99,2005,0.99,105,25.99,0,0,0,0,1,1,0,0,0
7.99,2010,4.99,102,15.99,0,0,0,0,1,0,1,0,1
0.99,2005,0.99,73,26.99,0,0,0,1,0,0,0,1,0
0.99,2007,0.99,184,18.99,0,0,0,1,0,0,0,1,0
2.99,2007,2.99,167,27.99,0,0,0,1,0,0,0,1,0
6.99,2004,4.99,78,10.99,0,0,1,0,1,1,0,1,1
0.99,2007,0.99,55,13.99,1,0,0,0,0,0,0,1,0
0.99,2006,0.99,160,10.99,0,0,0,0,0,0,0,1,0
2.99,2008,2.99,91,11.99,0,0,1,0,0,1,0,0,0
0.99,2009,0.99,172,14.99,0,0,0,1,0,1,0,1,0
3.99,2007,0.99,160,15.99,1,0,0,0,1,1,0,1,0
1.99,2004,0.99,142,29.99,0,0,0,0,1,1,0,1,1
1.99,2006,0.99,178,28.99,0,0,1,0,1,0,1,0,0
2.99,2005,2.99,175,22.99,0,1,0,0,0,0,0,0,1
4.99,2008,4.99,110,15.99,0,1,0,0,0,0,0,0,1
0.99,2010,0.99,155,20.99,0,0,0,0,0,0,0,1,1
0.99,2007,0.99,107,14.99,0,1,0,0,0,0,0,0,1
4.99,2005,4.99,179,29.99,0,0,0,1,0,1,0,1,1
5.99,2008,2.99,152,9.99,0,0,1,0,1,1,1,1,1
4.99,2007,4.99,129,13.99,0,0,1,0,0,1,0,0,1
5.99,2009,4.99,124,25.99,0,0,0,0,1,1,0,1,1
7.99,2008,4.99,145,17.99,0,0,1,0,1,1,0,1,1
0.99,2009,0.99,136,22.99,0,1,0,0,0,0,1,0,1
7.99,2007,4.99,130,13.99,1,0,0,0,1,1,1,1,1
3.99,2009,2.99,77,24.99,0,0,1,0,1,0,1,0,0
7.99,2009,4.99,83,22.99,1,0,0,0,1,1,0,1,1
0.99,2006,0.99,181,21.99,0,0,0,1,0,1,0,1,0
4.99,2004,4.99,102,21.99,0,0,1,0,0,0,0,1,1
2.99,2008,2.99,152,9.99,0,0,1,0,0,1,1,1,1
3.99,2004,0.99,62,16.99,0,0,0,0,1,0,1,1,0
4.99,2008,4.99,183,27.99,1,0,0,0,0,0,1,1,0
1.99,2009,0.99,83,20.99,0,1,0,0,1,0,1,1,0
6.99,2010,4.99,148,20.99,0,1,0,0,1,0,0,0,1
4.99,2009,2.99,147,24.99,0,0,1,0,1,1,1,1,0
6.99,2007,2.99,102,10.99,0,0,0,1,1,1,0,0,1
4.99,2010,4.99,119,17.99,0,0,1,0,0,0,0,1,0
2.99,2005,2.99,160,10.99,0,1,0,0,0,0,0,0,1
4.99,2005,0.99,75,9.99,0,1,0,0,1,1,1,1,1
2.99,2006,0.99,97,23.99,1,0,0,0,1,1,1,0,1
2.99,2006,2.99,172,24.99,0,1,0,0,0,1,0,0,0
4.99,2004,2.99,159,22.99,0,0,0,0,1,0,0,1,0
2.99,2004,2.99,153,20.99,0,0,0,0,0,1,0,1,1
2.99,2008,2.99,178,17.99,0,0,1,0,0,1,1,0,1
1.99,2004,0.99,134,20.99,0,0,0,1,1,1,1,1,1
4.99,2007,4.99,122,16.99,0,0,0,0,0,0,0,0,1
5.99,2006,0.99,122,15.99,0,0,0,1,1,0,0,1,1
7.99,2006,4.99,109,11.99,0,0,1,0,1,0,1,1,1
4.99,2005,4.99,54,10.99,0,0,1,0,0,1,0,1,1
2.99,2010,2.99,166,10.99,0,0,1,0,0,0,0,0,1
0.99,2005,0.99,163,27.99,0,0,0,1,0,1,0,1,0
8.99,2009,4.99,73,12.99,0,0,1,0,1,1,0,0,0
7.99,2004,4.99,137,23.99,1,0,0,0,1,0,1,0,1
4.99,2008,2.99,130,22.99,0,0,0,0,1,0,1,0,0
3.99,2006,2.99,109,13.99,0,0,0,1,1,0,1,1,1
0.99,2006,0.99,181,10.99,0,0,0,0,0,0,1,0,0
4.99,2005,2.99,85,21.99,0,0,0,1,1,1,0,0,0
4.99,2009,0.99,103,27.99,1,0,0,0,1,1,1,0,1
5.99,2005,4.99,64,27.99,0,0,0,1,1,1,0,1,0
3.99,2004,0.99,114,10.99,0,0,1,0,1,1,0,1,0
2.99,2006,2.99,172,24.99,0,1,0,0,0,1,0,0,0
4.99,2005,4.99,103,29.99,0,0,1,0,0,1,0,1,0
0.99,2010,0.99,179,12.99,1,0,0,0,0,0,1,1,0
2.99,2009,2.99,185,26.99,0,1,0,0,0,0,1,1,0
7.99,2010,4.99,134,17.99,0,0,1,0,1,1,1,1,0
0.99,2010,0.99,144,27.99,0,0,0,0,0,1,1,1,1
6.99,2004,0.99,142,29.99,0,0,0,0,1,1,0,1,1
4.99,2009,4.99,149,25.99,0,1,0,0,0,1,1,1,0
4.99,2010,4.99,117,14.99,1,0,0,0,0,1,0,0,0
0.99,2007,0.99,55,13.99,1,0,0,0,0,0,0,1,0
2.99,2009,0.99,46,25.99,0,0,1,0,1,1,0,0,1
5.99,2007,0.99,160,15.99,1,0,0,0,1,1,0,1,0
2.99,2006,2.99,109,13.99,0,0,0,1,0,0,1,1,1
4.99,2004,4.99,175,21.99,1,0,0,0,0,1,1,0,0
0.99,2006,0.99,117,12.99,0,1,0,0,0,1,1,0,0
2.99,2005,2.99,99,24.99,1,0,0,0,0,0,1,1,0
2.99,2009,2.99,65,12.99,0,1,0,0,0,1,1,0,0
5.99,2004,2.99,170,10.99,1,0,0,0,1,1,0,1,0
0.99,2006,0.99,82,13.99,0,1,0,0,0,1,1,0,0
4.99,2006,4.99,158,24.99,0,1,0,0,0,1,0,0,1
3.99,2006,0.99,82,13.99,0,1,0,0,1,1,1,0,0
5.99,2009,4.99,53,27.99,0,1,0,0,1,0,1,1,1
3.99,2009,2.99,74,14.99,0,0,1,0,1,0,0,0,1
